,cast,directors,genres,movie_id,original_title,plot,writers
4786,"['Jason Trost', 'Lucas Till', 'James Remar']",,"['Science Fiction', 'Thriller']",86304,All Superheroes Must Die,"Masked vigilantes Charge (Jason Trost), Cutthroat (Lucas Till), The Wall (Lee Valmassy), and Shadow (Sophie Merkley) are rendered powerless by their archenemy (James Remar) and are forced to complete a series of deadly tasks in order to save the lives of more than 100 innocent civilians. Should they fail or refuse to cooperate, the entire town will be destroyed. ~ Jason Buchanan, Rovi ",
4787,"['Divine', 'David Lochary', 'Mary Vivian Pearce']",,"['Horror', 'Comedy', 'Crime']",692,Pink Flamingos,"Notorious Baltimore criminal and underground figure Divine goes up against Connie &amp; Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"". ",
4788,"['Maggie Cheung', 'Nick Nolte', 'Béatrice Dalle']",,['Drama'],39851,Clean,"After losing her husband to a heroin overdose, Emily Wang fights to overcome her own addictions and to be reconciled with her estranged son. ",
4789,"['Nargess Mamizadeh', 'Maryiam Palvin Almani', 'Mojgan Faramarzi']",,"['Drama', 'Foreign']",13898,دایره,Various women struggle to function in the oppressively sexist society of contemporary Iran. ,
4790,"['Michael Parle', 'Emma Eliza Regan', ""Patrick O'Donnell""]",,['Horror'],157185,Tin Can Man,"Recently dumped by his girlfirend for another man, working in a job he hates, things could be better for Peter.  One night, while he is alone in his apartment, there is a knock on the door.  His life will never be the same again. ",
4791,"['Koji Yakusho', 'Masato Hagiwara', 'Tsuyoshi Ujiki']",,"['Crime', 'Horror', 'Mystery']",36095,キュア,"A wave of gruesome murders is sweeping Tokyo. The only connection is a bloody X carved into the neck of each of the victims. In each case, the murderer is found near the victim and remembers nothing of the crime. Detective Takabe and psychologist Sakuma are called in to figure out the connection, but their investigation goes nowhere... ",
4792,"['Tony Sancho', 'Michael Cortez', 'Donato Cruz']",,['Drama'],182291,On The Downlow,Isaac and Angel are two young Latinos involved in a south side Chicago gang. They have a secret in a world where secrets are forbidden. ,
4793,"['Sasha Ramos', 'Erin Cline', 'Emily Rogers']",,"['Thriller', 'Horror', 'Comedy']",286939,Sanctuary: Quite a Conundrum,"It should have been just a normal day of sex, fun, alcohol, hormones and debauchery for Tabitha and Mimi, two over-privileged twenty-somethings. But that so-called normalcy gets tossed out the window when a devastating event occurs at a pool party. ",
4794,"['Darling Narita', 'Peter Greene', 'Michael Newland']",,['Drama'],124606,Bang,"A young woman in L.A. is having a bad day: she's evicted, an audition ends with a producer furious she won't trade sex for the part, and a policeman nabs her for something she didn't do, demanding fellatio to release her. She snaps, grabs his gun, takes his uniform, and leaves him cuffed to a tree where he's soon having a defenseless chat with a homeless man. She takes off on the cop's motorcycle and, for an afternoon, experiences a cop's life. She talks a young man out of suicide and then is plunged into violence after a friendly encounter with two ""vatos."" She is torn between self-protection and others' expectations. Is there any resolution for her torrent of feelings? ",
4795,"['Shane Carruth', 'David Sullivan', 'Casey Gooden']",,"['Science Fiction', 'Drama', 'Thriller']",14337,Primer,"Friends/fledgling entrepreneurs invent a device in their garage that reduces the apparent mass of any object placed inside it, but they accidentally discover that it has some highly unexpected capabilities -- ones that could enable them to do and to have seemingly anything they want. Taking advantage of this unique opportunity is the first challenge they face. Dealing with the consequences is the next. ",
4796,[],,"['Foreign', 'Thriller']",67238,Cavite,"Adam, a security guard, travels from California to the Philippines, his native land, for his father's funeral. He arrives in Manila. As he waits, a phone rings in his backpack; he answers it, and a male voice tells him that his mother and sister are captives and will be killed if Adam doesn't cooperate. Over the next hour, the voice sends Adam by bus, taxi, motorized tricycle, and on foot through an urban landscape of busy streets, cramped apartments, a fetid squatters' camp, a bank, a cockfighting arena, and a church. Adam's conversations with the voice cover murder, Islam, jihad, rebellion in Mindanao, and his family. What is it Adam will be commanded to do? ",
4797,"['Carlos Gallardo', 'Jaime de Hoyos', 'Peter Marquardt']",,"['Action', 'Crime', 'Thriller']",9367,El Mariachi,"El Mariachi just wants to play his guitar and carry on the family tradition. Unfortunately, the town he tries to find work in has another visitor...a killer who carries his guns in a guitar case. The drug lord and his henchmen mistake El Mariachi for the killer, Azul, and chase him around town trying to kill him and get his guitar case. ",
4798,"['Edward Burns', 'Kerry Bishé', 'Marsha Dietlein']",,"['Comedy', 'Romance']",72766,Newlyweds,A newlywed couple's honeymoon is upended by the arrivals of their respective sisters. ,
4799,"['Eric Mabius', 'Kristin Booth', 'Crystal Lowe']",,"['Comedy', 'Drama', 'Romance']",231617,"Signed, Sealed, Delivered","""Signed, Sealed, Delivered"" introduces a dedicated quartet of civil servants in the Dead Letter Office of the U.S. Postal System who transform themselves into an elite team of lost-mail detectives. Their determination to deliver the seemingly undeliverable takes them out of the post office into an unpredictable world where letters and packages from the past save lives, solve crimes, reunite old loves, and change futures by arriving late, but always miraculously on time. ",
4800,"['Daniel Henney', 'Eliza Coupe', 'Bill Paxton']",,[],126186,Shanghai Calling,"When ambitious New York attorney Sam is sent to Shanghai on assignment, he immediately stumbles into a legal mess that could end his career. With the help of a beautiful relocation specialist, a well-connected old-timer, a clever journalist, and a street-smart legal assistant, Sam might just save his job, find romance, and learn to appreciate the beauty and wonders of Shanghai. Written by Anonymous  (IMDB.com). ",
4801,"['Drew Barrymore', 'Brian Herzlinger', 'Corey Feldman']",,['Documentary'],25975,My Date with Drew,"Ever since the second grade when he first saw her in E.T. The Extraterrestrial, Brian Herzlinger has had a crush on Drew Barrymore. Now, 20 years later he's decided to try to fulfill his lifelong dream by asking her for a date. There's one small problem: She's Drew Barrymore and he's, well, Brian Herzlinger, a broke 27-year-old aspiring filmmaker from New Jersey. ",
4802,"['Dev Anand', 'Suraiya', 'Ruma Guha Thakurta']",nm0025608,"['Comedy', 'Romance']",tt0042184,Afsar," Synopsis Has been Written by Mr Rais Asghar  My Uncle  on 20 August 2018 (Rashid Ashraf) AFSAR-1950 Though not a blast from the past  the golden era of Indian cinema  film ""AFSAR"" of 1950  ...                    See full synopsis »",nm0025608|nm0324690
4803,"['Kamini Kaushal', 'Dilip Kumar', 'Shashikala']",nm0490178,"['Musical', 'Romance']",tt0042207,Arzoo, Badal  a clown villager and Kammo are childhood neighbors and grown up playing with each other. They never knew when they fell in love while growing up. They want to marry but Kammo's ...                    ,nm0161032|nm1879927
4804,"['Raj Kapoor', 'Geeta Bali', 'Vijayalaxmi']",nm0788880,"['Drama', 'Romance']",tt0042233,Bawre Nain, Chand lives in a small rural town in India. He is unable to pay the rent  and his landlord evicts him. He re-locates to another town and meets with a young woman named Tara. Both are ...                    ,nm0592578|nm0788880
4805,"['Suraiya', 'Raj Kapoor', 'Veena']",nm0439074,"['Drama', 'Family', 'Romance']",tt0042380,Dastan, Indira (Suraiya) is an orphan brought up the strict and uprighteous Rani (Veena). Indira grows up to be a beauty and is sought by three suitors Raj (Raj Kapoor)  Kundan (Al Nasir)  and ...                    ,nm1278450|nm0438022|nm1301772
4806,"['Prithviraj Kapoor', 'Nargis', 'Raj Kapoor']",nm0004292,"['Drama', 'Musical', 'Romance']",tt0043306,Awaara, Raju lives as a derelict as a result of being estranged from his bitter father  a district judge  who threw Raju's mother out of the house years ago. Raju shacks up with a Dacoit (...                    ,nm0007815|nm0766150
4807,"['Dev Anand', 'Geeta Bali', 'Kalpana Kartik']",nm0244870,"['Crime', 'Drama', 'Musical']",tt0043307,Baazi, An ace gambler is forced to join a gambling syndicate in order to pay for the treatment of his ill sister and is framed for murder when he expresses his desire to get out.,nm0244870|nm0756379
4808,"['Karan Dewan', 'Vyjayanthimala', 'Pran']",nm0707988,['Drama'],tt0043310,Bahar, A singer and dancer par excellence  Lata lives a wealthy lifestyle with her dad  Choudhry Goverdhanlal Patwardhanlal and mom. Her parents would like her to get married to wealthy Shekhar  ...                    ,nm0471424
4809,"['Nalini Jaywant', 'Prem Nath', 'Nawab Kashmiri']",nm0442395,['Drama'],tt0043842,Naujawan, Add a Plot »,nm0025613|nm0707299
4810,"['Dev Anand', 'Nimmi', 'Shyama']",nm0592991,"['Drama', 'Family']",tt0043997,Sazaa, While driving her car  Kamini (Shyama) runs over a young man (Dev Anand)  who is seriously injured. She stops the car  and takes him to a hospital  where it takes several weeks for him to ...                    ,\N
4811,"['Dilip Kumar', 'Nimmi', 'Prem Nath']",nm0006371,"['Action', 'Adventure', 'Drama']",tt0044318,Aan, A Royal Indian family consists of the Emperor Maharaj (Murad  his brother Shamsher Singh (Premnath) and sister Rajshree (Nadira). A poor villager named Jai Tilak (Dilip Kumar) enters a ...                    ,nm0159342|nm0713593
4812,"['Dilip Kumar', 'Nimmi', 'Prem Nath']",nm0006371,"['Action', 'Adventure', 'Drama']",tt0044318,Aan, A Royal Indian family consists of the Emperor Maharaj (Murad  his brother Shamsher Singh (Premnath) and sister Rajshree (Nadira). A poor villager named Jai Tilak (Dilip Kumar) enters a ...                    ,nm0159342|nm0713593
4813,"['Dilip Kumar', 'Nimmi', 'Prem Nath']",nm0006371,"['Action', 'Adventure', 'Drama']",tt0044318,Aan, A Royal Indian family consists of the Emperor Maharaj (Murad  his brother Shamsher Singh (Premnath) and sister Rajshree (Nadira). A poor villager named Jai Tilak (Dilip Kumar) enters a ...                    ,nm0159342|nm0713593
4814,"['Dilip Kumar', 'Nimmi', 'Prem Nath']",nm0006371,"['Action', 'Adventure', 'Drama']",tt0044318,Aan, A Royal Indian family consists of the Emperor Maharaj (Murad  his brother Shamsher Singh (Premnath) and sister Rajshree (Nadira). A poor villager named Jai Tilak (Dilip Kumar) enters a ...                    ,nm0159342|nm0713593
4815,"['Nargis', 'Raj Kapoor', 'Agha']",nm0007815,"['Drama', 'Romance', 'Thriller']",tt0044360,Anhonee, An impoverished advocate faces challenges after he falls in love with a wealthy woman who has a look-alike courtesan sister.,nm0007815|nm0008290|nm0766150
4816,"['Meena Kumari', 'Bharat Bhushan', 'Surendra']",nm0080332,"['Drama', 'Musical', 'Romance']",tt0044392,Baiju Bawra, A young singer  in the time of Emperor Akbar the Great  sets out to avenge his father  killed in a disturbance near the house of a member of the Court.,nm0159342|nm0765167|nm0856902|nm0957637
4817,"['Dilip Kumar', 'Nimmi', 'Usha Kiran']",nm0149810,"['Drama', 'Romance']",tt0044527,Daag, Living a poor lifestyle with his widowed mother  Shankar sells toys for a living  but is addicted to alcohol. He is attracted to Parvati  who also lives a poor lifestyle along with her ...                    ,nm0066074|nm0149810|nm0788169
4818,"['Dev Anand', 'Geeta Bali', 'K.N. Singh']",nm0244870,"['Crime', 'Thriller']",tt0044761,Jaal, After losing his vision during a storm  Carlos lives with his sister  Maria  off of the Indian coast in a fishing village. One day a mysterious young woman  Lisa  enters their lives  ...                    ,nm0244870
4819,"['Mehtab', 'Sohrab Modi', 'Mubarak']",nm0595271,"['Biography', 'Drama', 'History']",tt0044769,Jhansi Ki Rani, Rajguru (Sohrab Modi) decides that Jhansi should get its proper recognition in history. He comes across a young girl Manu (the young Rani Lakshmibai) played by Baby Shikha. Her father has ...                    ,nm0378773|nm0837151|nm0444472|nm10596791|nm10596792|nm0239234|nm1845773|nm0494797|nm2213367
4820,"['Nargis', 'Raj Kapoor', 'Vijayalaxmi']",nm0623178,"['Drama', 'Musical', 'Romance']",tt0045467,Aah, Allahabad-based Raj Raibahadur lives a wealthy lifestyle with his widowed businessman dad. His mom had passed away  a victim to tuberculosis  compelling his anxious dad to keep him away ...                    ,nm0025613
4821,"['Bina Rai', 'Pradeep Kumar', 'Kuldip Kaur']",nm0419365,"['History', 'Musical', 'Romance']",tt0045506,Anarkali, Shahenshah Jalaudin Akbar is the grandson of Babbar  and the son of Humayun. He is known to have ruled over Hindustan with a humane and just heart. He knew in order to garner the support of...                    ,nm0125223|nm0403826|nm0756488
4822,"['Bina Rai', 'Prem Nath', 'Purnima']",nm0201875,"['Action', 'Adventure', 'Drama']",tt0045524,Aurat, Adil (Premnath) is a dashing  brave young man  full of hope and mindful of the rights of all people  especially the downtrodden. It is this last attribute that ends up putting him in the bad books of the Emperor (Ulhas). The Emperor orders his arrest. But before the soldiers can arrest Adil  he single-handedly rescues the Emperor's bethrothed from a lion. This earns him the gratitude of beautiful...                    ,nm3491659|nm0201875|nm3515055|nm0440589|nm3515736|nm1233958|nm1656348
4823,"['Guru Dutt', 'Geeta Bali', 'K.N. Singh']",nm0244870,"['Action', 'Adventure', 'Drama']",tt0045529,Baaz, Nisha lives a poor lifestyle in the Portuguese-ruled Malabar region in India along with her widowed dad  Narayan Das. Both father and daughter are opposed to the oppressive rule of the ...                    ,nm0084259|nm0244870|nm1524886
4824,"['Balraj Sahni', 'Nirupa Roy', 'Rattan Kumar']",nm0746950,['Drama'],tt0045693,Do Bigha Zamin, In the hope of earning enough money to pay off his debts and save his land  a poor farmer becomes a rickshaw puller in the Calcutta and faces many difficulties.,nm0006005|nm0536819|nm0611531
4825,"['Ashok Kumar', 'Meena Kumari', 'Asitbaran']",nm0746950,"['Drama', 'Romance']",tt0046164,Parineeta, Love blossoms between the son of wealthy man and his middle class neighbor. But their romance is put to the test both by a feud between the families and by the entrance of a rival for the girl's affection.,nm0080358|nm0154158|nm2504508|nm0310170|nm0315905|nm0746950|nm5556806
4826,"['Shyama', 'Guru Dutt', 'Jagdish Sethi']",nm0244870,"['Musical', 'Romance', 'Thriller']",tt0046673,Aar-Paar, An ex-convict gets a job as a taxi driver to change his girlfriend's prejudiced father's view of him  and becomes embroiled with a criminal gang in the process.,nm0023551|nm0315905
4827,"['Madhubala', 'Nimmi', 'Dilip Kumar']",nm0006371,"['Drama', 'Musical', 'Romance']",tt0046703,Amar, Anju Rai lives a wealthy lifestyle with her widowed dad in a palatial house. She is now of marriageable age  and her dad has arranged her marriage with Advocate Amarnath. Both Anju and ...                    ,nm0050503|nm0440589|nm0576526|nm0707938|nm0713593
4828,"['Kamini Kaushal', 'Abhi Bhattacharya', 'Shakuntala']",nm0746950,['Drama'],tt0046780,Biraj Bahu, Nilambhar Chakravorty belongs to a poor family  and lives in a joint family with his married brother  Pitambar  unmarried sister  Punnu  and wife  Biraj. Since his sister is of marriageable...                    ,nm0154158|nm0315905|nm0403826|nm0746950
4829,"['Kumari Naaz', 'Rattan Kumar', 'David Abraham']",nm0037022,"['Comedy', 'Drama', 'Family']",tt0046799,Boot Polish, Preteen brother and sister  abandoned by their father to care of an abusive prostitute aunt  survive life in an Indian squatters' camp  aided by a friendly cripple  by learning to shine shoes instead of begging.,nm0695325
4830,"['Kumari Naaz', 'Rattan Kumar', 'David Abraham']",nm0037022,"['Comedy', 'Drama', 'Family']",tt0046799,Boot Polish, Preteen brother and sister  abandoned by their father to care of an abusive prostitute aunt  survive life in an Indian squatters' camp  aided by a friendly cripple  by learning to shine shoes instead of begging.,nm0695325
4831,"['Kumari Naaz', 'Rattan Kumar', 'David Abraham']",nm0037022,"['Comedy', 'Drama', 'Family']",tt0046799,Boot Polish, Preteen brother and sister  abandoned by their father to care of an abusive prostitute aunt  survive life in an Indian squatters' camp  aided by a friendly cripple  by learning to shine shoes instead of begging.,nm0695325
4832,"['Kumari Naaz', 'Rattan Kumar', 'David Abraham']",nm0037022,"['Comedy', 'Drama', 'Family']",tt0046799,Boot Polish, Preteen brother and sister  abandoned by their father to care of an abusive prostitute aunt  survive life in an Indian squatters' camp  aided by a friendly cripple  by learning to shine shoes instead of begging.,nm0695325
4833,"['Pradeep Kumar', 'Mala Sinha', 'Kishore Sahu']",nm0756393,['Drama'],tt0047060,Hamlet, Hamlet suspects his uncle has murdered his father to claim the throne of Denmark and the hand of Hamlet's mother  but the prince cannot decide whether or not he should take vengeance.,nm0000636
4834,"['Kishore Kumar', 'Sheila Ramani', 'Balraj Sahni']",nm0746950,"['Drama', 'Family']",tt0047271,Naukari, Comic  tragic  and heartrending saga of Ratan Kumar Chaudhary (Kishore Kumar)  who leaves his village  aging mom  and seriously ill sister  to obtain employment in Calcutta  only to end up ...                    ,nm9867487|nm0536819
4835,"['Ram Singh', 'Geeta Bali', 'Smriti Biswas']",nm0244870,"['Drama', 'Family']",tt0047439,Sailaab, Add a Plot »,\N
4836,"['Dev Anand', 'Kalpana Kartik', 'Sheila Ramani']",nm0025608,"['Musical', 'Romance']",tt0047561,Taxi Driver, Mangal drives a taxi by day  then drinks at night  listens to his singer girlfriend Sylvie and then goes into a drunken stupor - and wakes up with a hangover. One day  while assisting ...                    ,nm0025608|nm0025628|nm0025629
4837,"['Prem Nath', 'Ameeta', 'Shashikala']",nm1513884,"['Action', 'Adventure', 'Fantasy']",tt0047796,Abe Hayat, Add a Plot »,\N
4838,"['Bharat Bhushan', 'Chand Usmani', 'Pran']",nm0783995,"['Drama', 'Family']",tt0047816,Amaanat, A dying man entrusts his lives earnings to Purshotam  a stranger he just met  and asks him to promise to take this money to his wife  and son  Pradeep  in a remote village in India  to ...                    ,\N
4839,"['Dilip Kumar', 'Vyjayanthimala', 'Motilal']",nm0746950,"['Drama', 'Musical', 'Romance']",tt0047990,Devdas, Childhood sweethearts  Devdas and Paro grow up in a small village with a love-hate relationship which changes to love when they mature. Devdas' dad does not approve of his marriage or even any friendship with Paro  and sends him away to Calcutta where he is introduced to a dancer  Chandramukhi  who adores him and falls hopelessly in love with him. Devdas in not aware of Chandramukhi's affection ...                    ,nm0066074|nm0154158|nm0315905
4840,"['Dev Anand', 'Kalpana Kartik', 'K.N. Singh']",nm1188796,"['Crime', 'Drama']",tt0048181,House No. 44, Ashok is a petty thief working under a notorious gangster named Sunder. When Ashok comes across a dead body of a watchman  he reports this matter to the police  much to the anger of some of...                    ,nm0011996
4841,"['Sohrab Modi', 'Sunil Dutt', 'Nimmi']",nm0595271,"['Crime', 'Drama']",tt0048271,Kundan, Unable to find employment  and unable to get any money by begging  young Kundan steals a loaf of bread from a bakery and runs to his house in the slums to feed his starving mother and niece...                    ,\N
4842,"['Madhubala', 'Guru Dutt', 'Lalita Pawar']",nm0244870,"['Comedy', 'Musical', 'Romance']",tt0048392,Mr. & Mrs. '55, A young  naive heiress  in custody of a martinet and flamingly feminist aunt is forced into a 'marriage of convenience' with an unemployed cartoonist in an attempt to save her millions - a ...                    ,nm0023551
4843,"['Dev Anand', 'Nalini Jaywant', 'Ameeta']",nm0611582,"['Comedy', 'Musical', 'Romance']",tt0048395,Munimji, Roopa lives a wealthy lifestyle with her widowed dad  Captain Suresh  and brother  Shekhar. After she returns from abroad  she is told that she must now prepare to get married to her ...                    ,\N
4844,"['Vyjayanthimala', 'Pradeep Kumar', 'Jeevan']",nm0419365,"['Drama', 'Musical', 'Romance']",tt0048410,Nagin, Lovers from two warring snake-charming tribes face life-threatening challenges.,nm0080346|nm0125223|nm0471424|nm0707543
4845,"['Nalini Jaywant', 'Sheila Ramani', 'Johnny Walker']",nm0756488,"['Comedy', 'Drama', 'Romance']",tt0048537,Railway Platform, Passengers from all backgrounds get stranded on an isolated railway platform when a natural disaster delays their train for 24 hours.,nm0756488|nm0471443
4846,"['Nargis', 'Raj Kapoor', 'Nadira']",nm0004292,"['Comedy', 'Crime', 'Drama']",tt0048613,Shree 420, Wearing torn Japanese shoes  English trousers  a red Russian cap  and a Hindustani heart  orphaned Ranbir Raj comes to Bombay to make his fortune. He pawns his gold medal  gambles with the ...                    ,nm0007815|nm0766150
4847,"['Dilip Kumar', 'Nimmi', 'Surya Kumari']",nm0839348,"['Fantasy', 'Musical', 'Romance']",tt0048756,Uran Khatola, Kashi travels by an ill-fated plane  which crashes on the outskirts of an isolated city that is ruled by women  who worship Sanga  their God. Kashi is rescued by pretty Soni and taken to ...                    ,nm0047983
4848,"['Dilip Kumar', 'Nimmi', 'Surya Kumari']",nm0839348,"['Fantasy', 'Musical', 'Romance']",tt0048756,Uran Khatola, Kashi travels by an ill-fated plane  which crashes on the outskirts of an isolated city that is ruled by women  who worship Sanga  their God. Kashi is rescued by pretty Soni and taken to ...                    ,nm0047983
4849,"['Dilip Kumar', 'Nimmi', 'Surya Kumari']",nm0839348,"['Fantasy', 'Musical', 'Romance']",tt0048756,Uran Khatola, Kashi travels by an ill-fated plane  which crashes on the outskirts of an isolated city that is ruled by women  who worship Sanga  their God. Kashi is rescued by pretty Soni and taken to ...                    ,nm0047983
4850,"['Dilip Kumar', 'Nimmi', 'Surya Kumari']",nm0839348,"['Fantasy', 'Musical', 'Romance']",tt0048756,Uran Khatola, Kashi travels by an ill-fated plane  which crashes on the outskirts of an isolated city that is ruled by women  who worship Sanga  their God. Kashi is rescued by pretty Soni and taken to ...                    ,nm0047983
4851,"['Suresh', 'Vyjayanthimala', 'Jayant']",nm0439074,"['Musical', 'Romance']",tt0048816,Yasmin, A powerful and princely Sheikh lives in 18th Century Persia  makes a living renting out properties  and recovering taxes and dues on them. He lives in a palatial house with his wife  Zubeda...                    ,nm1278450|nm0438022
4852,"['Bharat Bhushan', 'Nimmi', 'Kumkum']",nm0623178,"['Drama', 'Musical', 'Romance']",tt0048987,Basant Bahar, A very classic film  a milestone in the annals of film industry. I like it most.,nm0066074|nm1879645
4853,"['Dev Anand', 'Shakila', 'Johnny Walker']",nm0451846,"['Action', 'Crime', 'Musical']",tt0049041,C.I.D., A newspaper editor  Shrivastav  is killed when he was about to expose the underworld links of a very rich and influential person. C.I.D. Inspector Shekhar is assigned to this case  an ...                    ,nm0025613
4854,"['Karan Dewan', 'Johnny Walker', 'Shyama']",nm0755500,['Comedy'],tt0049071,Chhoo Mantar, Baijnath alias Baiju is a slacker  trouble-maker  unemployed  and a flirt. The villagers rally together and force his father to ask him to leave the village  which Baiju does. Baiju's ...                    ,\N
4855,"['Nargis', 'Raj Kapoor', 'Gope']",nm0856893,"['Musical', 'Romance']",tt0049072,Chori Chori, A spoiled rich girl on the run travels with a reporter looking for a news scoop.,nm0440589
4856,"['Nargis', 'Raj Kapoor', 'Gope']",nm0856893,"['Musical', 'Romance']",tt0049072,Chori Chori, A spoiled rich girl on the run travels with a reporter looking for a news scoop.,nm0440589
4857,"['Nargis', 'Raj Kapoor', 'Gope']",nm0856893,"['Musical', 'Romance']",tt0049072,Chori Chori, A spoiled rich girl on the run travels with a reporter looking for a news scoop.,nm0440589
4858,"['Nargis', 'Raj Kapoor', 'Gope']",nm0856893,"['Musical', 'Romance']",tt0049072,Chori Chori, A spoiled rich girl on the run travels with a reporter looking for a news scoop.,nm0440589
4859,"['Vyjayanthimala', 'Anjali Devi', 'Gemini Ganesan']",nm1221485,"['Adventure', 'Drama']",tt0049138,Devta, Add a Plot »,\N
4860,"['Ashok Kumar', 'Meena Kumari', 'Sunil Dutt']",nm0159148,['Drama'],tt0049175,Ek-Hi-Rasta, Amar  Malti  and their young son  Raja  live a middle-class  but very harmonious life. Both Amar and Malti were brought up in an orphanage  and are always ready to help other orphans. Amar ...                    ,nm0788888
4861,"['Dev Anand', 'Sheila Ramani', 'K.N. Singh']",nm0025608,"['Comedy', 'Drama']",tt0049243,Funtoosh, Ram goes crazy after death of his mother and sister  once released from mental hospital comes across Mr Kirorimal who insures him and wants him dead for the money. However Ram ends up marrying his daughter.,\N
4862,"['Pradeep Kumar', 'Sumitra Devi', 'Smriti Biswas']",nm0596237|nm0593963,"['Comedy', 'Drama']",tt0049378,Jagte Raho, An innocent guy who has arrived from a village to Kolkata gets himself involved into trouble in search of water after he gets thirsty in the middle of the night.,nm0007815|nm0596237|nm0593963
4863,"['Sunil Dutt', 'Vyjayanthimala', 'Begum Para']",nm0756393,"['Action', 'Crime', 'Drama']",tt0049412,Kismet Ka Khel, Add a Plot »,\N
4864,"['Kishore Kumar', 'Meena Kumari', 'Kumkum']",nm0024061,['Romance'],tt0049545,Naya Andaz, Chand(Kishore Kumar) an aspiring lyricist as well as a singer goes to a dance shows and sees Mala ( Meena Kumari ) doing a dance show. He is overwhelmed with Meena Kumari's performance as a...                    ,\N
4865,"['Kishore Kumar', 'Vyjayanthimala', 'Jabeen Jalil']",nm0781830,"['Comedy', 'Drama', 'Musical']",tt0049549,New Delhi, Complications  impersonations and moral dilemmas arise when a Punjabi pretends to be a Tamil in order to obtain accommodation in New Delhi. An eloquent and entertaining plea for national ...                    ,nm0025613|nm0705556|nm0781830
4866,"['Kishore Kumar', 'Vyjayanthimala', 'Pran']",nm0707988,"['Comedy', 'Romance']",tt0050090,Aasha, Add a Plot »,\N
4867,"['Nargis', 'Sunil Dutt', 'Rajendra Kumar']",nm0006371,"['Drama', 'Family', 'Musical']",tt0050188,Mother India, In this melodrama  a poverty-stricken woman raises her sons through many trials and tribulations. But no matter the struggles  always sticks to her own moral code.,nm0592599|nm0713593
4868,"['Shantaram Rajaram Vankudre', 'Sandhya', 'Ulhas']",nm0788391,"['Comedy', 'Crime', 'Drama']",tt0050322,Do Ankhen Barah Haath, Progressive  reform-minded young warden gets permission to take six surly murderers from prison to dilapidated country farm  to rehabilitate it and themselves through hard work and kindly guidance.,nm0534848
4869,"['Vyjayanthimala', 'Balraj Sahni', 'Kamala Kumari']",nm0097887|nm0149810,"['Drama', 'Family']",tt0050587,Kath Putli, Pushpa comes from a poor family  and is a good dancer and singer. She would like to assist a puppeteer with his makeshift dolls and puppet act. Unfortunately  he meets with an accident  and...                    ,nm0149810|nm0151522
4870,"['Dilip Kumar', 'Vyjayanthimala', 'Johnny Walker']",nm0746950,"['Fantasy', 'Musical', 'Mystery']",tt0050665,Madhumati, While driving his car on a rainy night  Anand's car breaks down  and he goes to seek shelter in a nearby house. He is let into the house by the servant  and he is permitted to stay until ...                    ,nm0315547|nm0066074
4871,"['Dilip Kumar', 'Vyjayanthimala', 'Johnny Walker']",nm0746950,"['Fantasy', 'Musical', 'Mystery']",tt0050665,Madhumati, While driving his car on a rainy night  Anand's car breaks down  and he goes to seek shelter in a nearby house. He is let into the house by the servant  and he is permitted to stay until ...                    ,nm0315547|nm0066074
4872,"['Dilip Kumar', 'Vyjayanthimala', 'Johnny Walker']",nm0746950,"['Fantasy', 'Musical', 'Mystery']",tt0050665,Madhumati, While driving his car on a rainy night  Anand's car breaks down  and he goes to seek shelter in a nearby house. He is let into the house by the servant  and he is permitted to stay until ...                    ,nm0315547|nm0066074
4873,"['Dilip Kumar', 'Vyjayanthimala', 'Johnny Walker']",nm0746950,"['Fantasy', 'Musical', 'Mystery']",tt0050665,Madhumati, While driving his car on a rainy night  Anand's car breaks down  and he goes to seek shelter in a nearby house. He is let into the house by the servant  and he is permitted to stay until ...                    ,nm0315547|nm0066074
4874,"['Shekhar', 'Suchitra Sen', 'Bipin Gupta']",nm0611531,['Drama'],tt0050734,Musafir, The story is about a house consisting of three families who live in it. It is three stories linked by the house.,nm0066074|nm0315547|nm0611531
4875,"['Dev Anand', 'Kalpana Kartik', 'Shashikala']",nm0025629,"['Comedy', 'Romance', 'Thriller']",tt0050757,Nau Do Gyarah, Runaway wealthy heiress  Raksha  joins a traveller  Madan  in a small truck  heading toward the home of his uncle  Manoharlal. When they reach their destination  they are informed that ...                    ,\N
4876,"['Dilip Kumar', 'Vyjayanthimala', 'Ajit']",nm0159148,"['Drama', 'Musical', 'Romance']",tt0050758,Naya Daur, Shankar lives in a remote village in rural India with his mother and sister  Manju  and drives a horse-carriage for a living. The main employer in the region is a kind-hearted businessman ...                    ,nm0592578|nm0711150
4877,"['Prithviraj Kapoor', 'Balraj Sahni', 'Nargis']",nm0007815|nm0698661,"['Adventure', 'History']",tt0050820,Pardesi," The film is based on travelogues of XV century Russian traveler Afanasy Nikitin called ""A journey beyond the three seas""",nm0007815|nm0807077
4878,"['Dev Anand', 'Nutan', 'Gajanan Jagirdar']",nm0611582,"['Comedy', 'Crime', 'Drama']",tt0050829,Paying Guest, An incompetent lawyer gets evicted  dons the guise of an old man to gain accommodation  falls for the owner's daughter  then faces numerous life-changing challenges.,nm0403826|nm0611582
